Name,Address,Status,Classes_This_Week
Club Pilates Palmetto Bay,"15365 South Dixie Highway, Miami, FL, 33157",Open,75
Club Pilates Lenexa,"16131 W 87th St Pkwy, Lenexa, KS, 66219",Open,73
Club Pilates Cutler Bay,"20985 Old Cutler Road, Cutler Bay, FL, 33189",Open,73
Club Pilates Rogers,"4200 West Green Acres Road, Suite 303, Rogers, AR, 72758",Open,67
Club Pilates The Hill,"2901 East Zion Rd, Suite 3, Fayetteville, AR, 72703",Open,71
Club Pilates Bentonville,"2411 SW 14th St, Ste 7, Bentonville, AR, 72712",Open,60
Club Pilates Lawrence,"3300 Bob Billings Parkway, Ste B8, Lawrence, KS, 66049",coming soon,N/A
Club Pilates Springdale,"7260 Village Park Ave, Suite B, Springdale, AR, 72762",coming soon,N/A
Club Pilates Slidell,"1752 Lindberg Drive, Suite D, Slidell, LA, 70458",coming soon,N/A
Club Pilates Papillion,"310 E Gold Coast Rd, Suite 105, Papillion, NE, 68046",Open,61
Club Pilates Clocktower Village,"617 N. 98th St., Omaha, NE, 68114",Open,63
Club Pilates Mandeville,"2077 North Causeway Boulevard, Suite 1, Mandeville, LA, 70471",Open,50
Club Pilates West Omaha,"15805 West Maple Rd, Ste. 105, Omaha, NE, 68116",Open,75
Club Pilates Lakeside,"16909 Lakeside Hills Plaza, #115, Omaha, NE, 68130",Open,60
Club Pilates Mid City,"3700 Orleans Avenue, Suite 103A & B, New Orleans, LA, 70119",Open,43
Club Pilates Old Metairie,"2513 Metairie Rd., Metairie, LA, 70001",Open,59
Club Pilates Uptown,"6001 Magazine St, New Orleans, LA, 70118",Open,42
Club Pilates Sioux Falls,"5009 S. Western Ave., Ste. 220, Sioux Falls, SD, 57108",Open,25
Club Pilates Lincoln,"8222 Holdredge, Lincoln, NE, 68505",Open,64
Club Pilates Baton Rouge,"2561 Citiplace Ct., Suite 350, Baton Rouge, LA, 70808",Open,49
Club Pilates Fargo Uptown,"2701 Uptown Way, Suite #107, Fargo, ND, 58104",coming soon,N/A
Club Pilates Midtown Tulsa,"3230 E 21st Street, Tulsa, OK, 74114",Open,64
Club Pilates South Tulsa,"9136 S. Sheridan Rd., Ste. C, Tulsa, OK, 74133",Open,57
Club Pilates Shreveport,"1409 East 70th, Suite 115, Shreveport, LA, 71105",Open,71
Club Pilates Jenks Landing,"11476 S. Union Ave, Ste. 102, Jenks, OK, 74037",Open,59
Club Pilates South Lafayette,"500 Settlers Trace Boulevard, Building C, Suite 9, Lafayette, LA, 70508",Open,58
Club Pilates Bradley Fair,"1900 N Rock Rd, Suite 116, Wichita, KS, 67206",Open,45
Club Pilates Tuxedo,"2025 Corydon Ave, 180B, Winnipeg, MB, R3P 2G9",coming soon,N/A
Club Pilates South Lake Charles,"5675 Nelson Road, Suite A, Lake Charles, LA, 70605",coming soon,N/A
Club Pilates Tyler,"8926 S Broadway Ave, Suite 140, Tyler, TX, 75703",Open,61
Club Pilates Edmond,"15124 Lleytons Court, Suite 105, Edmond, OK, 73013",Open,74
Club Pilates Nichols Hills,"7550 N May Avenue, #100, Oklahoma City, OK, 73116",Open,63
Club Pilates Moore,"12301 South Western Ave, Suite B-5, Oklahoma City, OK, 73170",Open,55
Club Pilates Norman,"1352 N. Interstate Drive, Norman, OK, 73072",Open,71
Club Pilates Dalton Corners,"3301 N. Goliad St., Ste. 103, Rockwall, TX, 75087",Open,62
Club Pilates East McKinney,"1620 N. Hardin Blvd, Suite 1300, McKinney, TX, 75071",Open,74
Club Pilates Allen,"190 E Stacy Rd., Suite 1716, Allen, TX, 75002",Open,79
Club Pilates McKinney,"9245 Virginia Pkwy., Ste. #200, McKinney, TX, 75071",Open,70
Club Pilates Murphy,"226 E. FM 544, Suite 106, Murphy, TX, 75094",Open,73
Club Pilates Prosper,"1170 North Preston Rd, Suite 110, Prosper, TX, 75078",Open,66
Club Pilates Rowlett,"3316 Lakeview Pkwy, Rowlett, TX, 75088",Open,66
Club Pilates South McKinney,"7001 S. Custer Rd., McKinney, TX, 75070",Open,65
Club Pilates East Frisco,"12455 Eldorado Pkwy, Suite 250, Frisco, TX, 75035",coming soon,N/A
Club Pilates Shiloh Springs,"6850 N Shiloh Rd, Ste. H1, Garland, TX, 75044",Open,49
Club Pilates Richardson,"1417 E Renner Rd, Suite 330, Richardson, TX, 75082",Open,64
Club Pilates Legacy,"7000 Independence Pkwy, Suite 170, Plano, TX, 75025",coming soon,N/A
Club Pilates Windsong,"4740 West University Dr, Suite 120, Prosper, TX, 75078",Open,60
Club Pilates Frisco,"6959 Lebanon Rd., Suite 121, Frisco, TX, 75034",Open,72
Club Pilates North Frisco,"2440 Eldorado Parkway, Suite 230, Frisco, TX, 75033",Open,73
Club Pilates Plano,"4709 W Parker Rd, Suite 490, Plano, TX, 75093",Open,72
Club Pilates North Dallas,"18208 Preston Road, Suite D-8, Dallas, TX, 75252",Open,79
Club Pilates Lake Highlands,"9850 Walnut Hill Lane, Suite 435, Dallas, TX, 75238",Open,83
Club Pilates Cross Roads,"11650 Hwy 380, Ste 150, Cross Roads, TX, 76227",Open,53
Club Pilates Addison,"5290 Belt Line Road, Suite 123, Dallas, TX, 75254",Open,80
Club Pilates Lakewood,"6402 Gaston Ave, Dallas, TX, 75214",Open,70
Club Pilates Colony,"2425 FM 544, Suite 320, Lewisville, TX, 75056",Open,58
Club Pilates Preston Hollow,"4343 W. NW Highway, Suite 350, Dallas, TX, 75220",Open,79
Club Pilates Teasley Commons,"3220 Teasley Ln, Suite 104, Denton, TX, 76210",Open,59
Club Pilates Coppell,"106 N. Denton Tap Road, Suite 202, Coppell, TX, 75019",Open,78
Club Pilates Highland Village,"2540 Justin Rd., Ste. 177, Highland Village, TX, 75077",Open,76
Club Pilates Flower Mound,"1221 Flower Mound Rd., Ste. 320, Flower Mound, TX, 75028",Open,71
Club Pilates Las Colinas,"4000 N Macarthur Blvd., Ste. A122, Irving, TX, 75038",Open,76
Club Pilates Northlake,"1236 FM 407, Suite 200, Northlake, TX, 76247",Open,66
Club Pilates Southlake,"480 W Southlake Blvd, Ste 131, Southlake, TX, 76092",Open,69
Club Pilates Trophy Club,"2003 East Highway 114, Unit 390, Trophy Club, TX, 76262",Open,57
Club Pilates Colleyville,"4701 Colleyville Blvd., #430, Colleyville, TX, 76034",Open,79
Club Pilates Parkway Central,"821 East Lamar Blvd, Arlington, TX, 76011",Open,47
Club Pilates Keller,"242 Rufe Snow Drive, Suite 160, Keller, TX, 76248",Open,64
Club Pilates Victory Shops,"4124 S Cooper Street, Arlington, TX, 76015",Open,51
Club Pilates Midlothian South,"320 Harvest Hill Drive, Suite 240, Midlothian, TX, 76065",Open,66
Club Pilates Mansfield,"3300 E. Broad St., #140, Mansfield, TX, 76063",Open,70
Club Pilates Bismarck,"4228 Boulder Ridge Road, Suite 3, Bismarck, ND, 58503",Open,55
Club Pilates North Fort Worth,"2317 N Tarrant Pkwy., Ste. 423, Fort Worth, TX, 76177",Open,64
Club Pilates Fort Worth,"2300 West 7th Street, #116, Fort Worth, TX, 76107",Open,51
Club Pilates Kingwood,"730 Kingwood Drive, Kingwood, TX, 77339",Open,35
Club Pilates Atascocita,"16430 W. Lake Houston Pkwy, Ste. 300, Houston, TX, 77044",Open,44
Club Pilates Grand Oaks,"3917 Woodson's Reserve Pkwy, Suite 400, Spring, TX, 77386",Open,67
Club Pilates Waterside Fort Worth,"5924 Convair Drive, Suite 448, Fort Worth, TX, 76109",Open,77
Club Pilates Woodforest,"910 Pine Market Ave., Suite 5-100, Montgomery, TX, 77316",Open,41
Club Pilates Alden Bridge,"8000 Research Forest Drive, Unit # 11, The Woodlands, TX, 77382",Open,58
Club Pilates Chisholm Trail,"9600 Red Dirt Road, Fort Worth, TX, 76123",Open,74
Club Pilates The Woodlands,"26400 Kuykendahl Road, Suite A280, The Woodlands, TX, 77389",Open,68
Club Pilates League City,"2875 E. League City Pkwy., League City, TX, 77573",Open,53
Club Pilates Clear Lake,"2323 Clear Lake City Blvd., Ste. 183, Houston, TX, 77062",Open,66
Club Pilates Klein,"7316 Louetta Road, #B302, Spring, TX, 77379",Open,71
Club Pilates The Heights,"2401 North Shepherd Dr., Suite #120, Houston, TX, 77008",Open,50
Club Pilates Weatherford,"900 Cinema Dr, Weatherford, TX, 76087",Open,1
Club Pilates Friendswood,"1765 S Friendswood Dr, Ste 103, Friendswood, TX, 77546",Open,64
Club Pilates Rice Military,"5535 Memorial Dr., Suite J, Houston, TX, 77007",Open,39
Club Pilates East Pearland,"2630 Pearland Pkwy, Ste 110, Pearland, TX, 77581",coming soon,N/A
Club Pilates West U,"3277 Southwest Freeway, Suite B, Houston, TX, 77027",Open,69
Club Pilates Tanglewood,"6401 Woodway Drive, Ste. 167, Houston, TX, 77057",Open,79
Club Pilates Bellaire,"5103 Bellaire Blvd, #245, Bellaire, TX, 77401",Open,53
Club Pilates Towne Lake,"9955 Barker Cypress Rd., Ste. 215, Cypress, TX, 77433",Open,72
Club Pilates College Station,"910 William D Fitch Parkway, Suite 600, College Station, TX, 77845",Open,64
Club Pilates Pearland,"2810 Business Center Drive, Suite 114, Pearland, TX, 77584",Open,66
Club Pilates Memorial,"14129 Memorial Dr, Houston, TX, 77079",Open,78
Club Pilates Sienna,"8740 Hwy 6, #100, Missouri City, TX, 77459",Open,62
Club Pilates Waco,"6500 Woodway Drive, Suite 117, Waco, TX, 76712",Open,65
Club Pilates Sugar Land,"3157 Hwy 6, Sugar Land, TX, 77478",Open,74
Club Pilates Cinco Ranch,"22100 Westheimer Parkway, Katy, TX, 77450",Open,64
Club Pilates Richmond,"10169 Grand Parkway South, STE. 400, Richmond, TX, 77407",Open,70
Club Pilates Telfair,"13425 University Blvd, Suite 355, Sugar Land, TX, 77479",Open,57
Club Pilates Katy,"10705 Spring Green Blvd., Ste. 200, Katy, TX, 77494",Open,78
Club Pilates West Temple,"6768 W Adams Ave, #102, Temple, TX, 76502",Open,58
Club Pilates Georgetown,"1225 S. IH 35, Georgetown, TX, 78626",Open,60
Club Pilates Round Rock,"2800 South Interstate Highway 35 Frontage Road, Ste 160, Round Rock, TX, 78681",Open,75
Club Pilates Bar W,"19388 Ronald Regan W Blvd., Suite 650, Leander, TX, 78641",coming soon,N/A
Club Pilates Cedar Park,"5001 183A Toll Rd., Ste. G200, Cedar Park, TX, 78613",Open,74
Club Pilates North Burnet,"11005 Burnet Road, Suite 106, Austin, TX, 78758",Open,68
Club Pilates Northwest Hills,"3563 Far West Blvd., Suite 112, Austin, TX, 78731",Open,74
Club Pilates East Austin,"1011 E 5th Street, Suite 130, Austin, TX, 78702",Open,62
Club Pilates Steiner Ranch,"3810 N Quinlan Park Rd, Austin, TX, 78732",Open,62
Club Pilates Westlake,"6317 Bee Cave Rd., Suite 220, Austin, TX, 78746",Open,56
Club Pilates William Cannon,"4220 W. William Cannon Dr., Suite 110, Austin, TX, 78749",Open,79
Club Pilates Southpark Meadows,"9900 S. IH 35, Building M, Suite A500, Austin, TX, 78748",Open,47
Club Pilates Lakeway,"2951 Ranch Road 620 S, Ste. 103, Lakeway, TX, 78738",Open,63
Club Pilates Buda,"1245 Main St, Suite 310, Buda, TX, 78610",Open,72
Club Pilates Belterra,"166 Hargraves Drive, Ste C500, Austin, TX, 78737",Open,78
Club Pilates Kyle,"5581 Kyle Center Dr., Ste. 103, Kyle, TX, 78640",Open,69
Club Pilates Abilene,"4150 Southwest Drive, Suite 118, Abilene, TX, 79606",Open,66
Club Pilates New Braunfels,"1935 W. State Hwy. 46, Ste. 104, New Braunfels, TX, 78132",Open,80
Club Pilates Amarillo,"7669 Hillside Rd, Suite 200, Amarillo, TX, 79119",Open,40
Club Pilates Schertz,"6018 FM 3009, Suite 50, Schertz, TX, 78154",Open,79
Club Pilates Stone Oak,"20210 Stone Oak Pkwy., Ste. 105, San Antonio, TX, 78258",Open,72
Club Pilates Canyon Creek,"1150 N. Loop 1604 W., Ste.140, San Antonio, TX, 78248",Open,64
Club Pilates Quarry Market,"255 E. Basse Road, #360, San Antonio, TX, 78209",Open,64
Club Pilates Dominion,"21803 IH-10 West, San Antonio, TX, 78257",Open,70
Club Pilates Helotes,"12423 Bandera Road, Helotes, TX, 78023",Open,81
Club Pilates Stevens Ranch,"14244 Potranco Road, San Antonio, TX, 78253",Open,78
Club Pilates Corpus Christi,"4938 South Staples Street, Suite D-17, Corpus Christi, TX, 78411",Open,67
Club Pilates San Angelo,"3534 Sherwood Way, San Angelo, TX, 76901",Closed,N/A
Club Pilates Lubbock South,"10305 Quaker Ave., Space 900, Lubbock, TX, 79424",Open,50
Club Pilates Southlands,"6295 S Main St., #B-102, Aurora, CO, 80016",Open,71
Club Pilates Loveland,"4184 St. Cloud Drive, Unit 106, Loveland, CO, 80538",coming soon,N/A
Club Pilates Aurora,"18121 E. Hampden Ave., Ste. 1, Aurora, CO, 80013",Open,63
Club Pilates Front Range Village,"2720 Council Tree Ave, Suite 106, Fort Collins, CO, 80525",Open,81
Club Pilates Parker,"11280 S. Twenty Mile Road, Suite 104, Parker, CO, 80134",Open,62
Club Pilates Quebec Plaza,"7355 E. 128th Ave., Thornton, CO, 80602",Open,54
Club Pilates Old Town,"244 North College Ave, Suite 125, Fort Collins, CO, 80524",Open,66
Club Pilates Central Park,"3585 Central Park Blvd, Suite 180, Denver, CO, 80238",Open,76
Club Pilates Lowry,"200 Quebec Bldg 500, Suite 109, Denver, CO, 80230",Open,65
Club Pilates Thornton,"14336 Lincoln St., Thornton, CO, 80023",Open,66
Club Pilates Greenwood Village,"7600 Landmark Way, B 106, Greenwood Village, CO, 80111",Open,61
Club Pilates Lone Tree,"10005 Commons St., Lone Tree, CO, 80124",Open,64
Club Pilates Cherry Creek,"3033 E 1st Ave, Ste 102, Denver, CO, 80206",Open,46
Club Pilates Dublin,"5935 Dublin Blvd., Colorado Springs, CO, 80923",Open,55
Club Pilates Castle Rock,"6360 Promenade Parkway, Unit 120, Castle Rock, CO, 80108",Open,78
Club Pilates Longmont,"700 Ken Pratt Blvd, Suite 101, Longmont, CO, 80501",Open,67
Club Pilates Cherry Hills,"3576 S. Logan St. Unit B, Englewood, CO, 80113",Open,56
Club Pilates Briargate,"9288 Forest Bluffs View, Unit 100, Colorado Springs, CO, 80920",Open,45
Club Pilates Waneka,"535 W. South Boulder Rd., Ste. 240, Lafayette, CO, 80026",Open,40
Club Pilates Monument,"810 Sky Vista Pt, Suite 120, Colorado Springs, CO, 80921",Open,79
Club Pilates Sloans Lake,"1931 Sheridan Blvd, Unit V, Edgewater, CO, 80214",Open,71
Club Pilates Arvada,"7705 Wadsworth Blvd., Suite 13, Arvada, CO, 80003",Open,58
Club Pilates Highlands Ranch West,"2229 Wildcat Reserve Parkway, Highlands Ranch, CO, 80129",Open,62
Club Pilates Belmar,"437 S Wadsworth Blvd, Suite F, Lakewood, CO, 80226",Open,71
Club Pilates Ivywild,"120 East Cheyenne Road, Suite 150, Colorado Springs, CO, 80906",Open,66
Club Pilates Ken Caryl,"11757 West Ken Caryl Ave., Suite G, Littleton, CO, 80127",Open,75
Club Pilates Boulder,"2850 Baseline Rd., Unit A-2, Boulder, CO, 80303",Open,41
Club Pilates North McAllen,"1200 Auburn Avenue, Suite 420, McAllen, TX, 78504",coming soon,N/A
Club Pilates Laredo,"7718 McPherson Rd, Suite 5, Laredo, TX, 78045",coming soon,N/A
Club Pilates Billings,"1411 38th Street West, Suite 2, Billings, MT, 59102",Open,63
Club Pilates Enchanted Hills,"3575 NM Hwy 528 NE, Suite H-100, Rio Rancho, NM, 87144",Open,39
Club Pilates Juan Tabo,"11008 Montgomery Blvd. NE, Albuquerque, NM, 87111",Open,58
Club Pilates Andalucia,"5600 Coors Blvd NW, Ste. G-2, Albuquerque, NM, 87120",Open,50
Club Pilates Bozeman,"1707 W. Oak Street, Suite C, Bozeman, MT, 59715",Open,56
Club Pilates El Paso East,"3260 N. Zaragoza Rd, Suite C303, El Paso, TX, 79938",Open,46
Club Pilates Las Cruces,"4300 N. Sonoma Ranch Blvd, Suite F, Las Cruces, NM, 88011",Open,46
Club Pilates El Paso West,"7470 Cimarron Market, Building 6, Suite 200, El Paso, TX, 79911",Open,54
Club Pilates Idaho Falls,"2749 East Sunnyside Rd, Ammon, ID, 83406",Open,57
Club Pilates Park City,"1153 Center Drive G190, Park City, UT, 84098",Open,48
Club Pilates South Ogden,"1695 East Skyline Drive, Suite 5, South Ogden, UT, 84405",Open,51
Club Pilates Bountiful,"530 W. 500 S., Ste. D, Bountiful, UT, 84010",Open,46
Club Pilates Layton,"210 south Fort Lane, Suite 5, Layton, UT, 84041",Open,58
Club Pilates Millcreek,"1140 E. Brickyard Rd., #30, Salt Lake City, UT, 84106",Open,72
Club Pilates Sandy,"2077 East 9400 South, Sandy, UT, 84093",Open,67
Club Pilates Pleasant Grove,"1043 S. Valley Grove Way, Suite C, Pleasant Grove, UT, 84062",coming soon,N/A
Club Pilates Marmalade,"569 North 300 West, Salt Lake City, UT, 84103",Open,51
Club Pilates Draper,"11483 S. State Street, Ste F, Draper, UT, 84020",coming soon,N/A
Club Pilates Lehi,"1881 W. Traverse Pkwy, Ste. B, Lehi, UT, 84043",Open,76
Club Pilates Saratoga Springs,"1168 North Redwood Road, Suite B-204, Saratoga Springs, UT, 84045",Open,50
Club Pilates The District Sojo,"11531 South District Main Drive, Suite 1000, South Jordan, UT, 84095",Open,66
Club Pilates Sherwood Centre,"1020 Sherwood Drive, Sherwood Park, AB, T8A 2G4",coming soon,N/A
Club Pilates 130th,"4916-130 Ave SE, #527, Calgary, AB, T2Z 0B2",Open,71
Club Pilates Red Deer,"#120-7 Chambers Ave, Red Deer, AB, T4P 0M9",Open,59
Club Pilates Shawnessy,"108 Shawville Place SE, Unit 175, Calgary, AB, T2Y 3R9",Open,81
Club Pilates Windermere,"316 Windermere Road, Suite 211, Edmonton, AB, T6W2Z8",Open,64
Club Pilates Marda Loop,"130, 2107-34th Ave SW, Calgary, AB, T2T 2C5",Open,83
Club Pilates West Springs,"8561 8A Ave SW, #2102, Calgary, AB, T3H 0V5",Open,86
Club Pilates Royal Oak,"8650 112 Ave. NW, #4104, Calgary, AB, T3R 0R5",Open,82
Club Pilates Flagstaff,"601 Piccadilly Dr, Flagstaff, AZ, 86001",coming soon,N/A
Club Pilates Tucson Foothills,"6872 E. Sunrise Dr., Ste. 150, Tucson, AZ, 85750",Open,78
Club Pilates Oro Valley,"7972 N Oracle Rd, Oro Valley, AZ, 85704",Open,68
Club Pilates East Mesa,"3130 N Recker Rd, Suite 103, Mesa, AZ, 85215",Open,85
Club Pilates Morrison Ranch,"3546 S. Power Road, Shops A, Gilbert, AZ, 85234",coming soon,N/A
Club Pilates Queen Creek,"21051 S. Ellsworth Loop Rd., Ste. 103, Queen Creek, AZ, 85142",Open,81
Club Pilates North Scottsdale,"31313 N. Scottsdale Rd., Ste.100, Scottsdale, AZ, 85266",Open,70
Club Pilates Scottsdale Shea,"9301 E Shea Blvd, Ste 127, Scottsdale, AZ, 85260",Open,78
Club Pilates Prescott,"3250 Gateway Blvd, Suite 210, Prescott, AZ, 86303",coming soon,N/A
Club Pilates Scottsdale Promenade,"16447 N. Scottsdale Rd., Ste. 119, Scottsdale, AZ, 85254",Open,73
Club Pilates North Gilbert,"2110 East Baseline Rd., Suite 3, Mesa, AZ, 85204",Open,70
Club Pilates Gilbert,"3131 S. Market St., Suite 103, Gilbert, AZ, 85295",Open,73
Club Pilates Pioneer Parkway,"3542 Pioneer Parkway, Suite 104, Santa Clara, UT, 84765",Open,60
Club Pilates Desert Ridge,"20910 N. Tatum Blvd., Suite 110, Phoenix, AZ, 85050",Open,72
Club Pilates Gainey Ranch,"8787 N. Scottsdale Rd., Ste. 232, Scottsdale, AZ, 85253",Open,63
Club Pilates Chandler,"4085 South Gilbert Rd, Shops B Suite 5, Chandler, AZ, 85249",Open,89
Club Pilates Paradise Valley,"10633 N Tatum Blvd, #102, Phoenix, AZ, 85028",Open,71
Club Pilates Anthem,"39508 NW Daisy Mountain Drive, Suite 126, Phoenix, AZ, 85086",coming soon,N/A
Club Pilates Tempe,"1825 E. Guadalupe Rd., Suite F-102, Tempe, AZ, 85283",Open,78
Club Pilates Moon Valley,"401 E. Bell Rd, Phoenix, AZ, 85022",coming soon,N/A
Club Pilates Norterra,"2450 W Happy Valley Road, #1149, Phoenix, AZ, 85085",Open,63
Club Pilates Ocotillo,"1211 W. Ocotillo Road, Suite 102, Chandler, AZ, 85248",coming soon,N/A
Club Pilates Arcadia,"3750 E. Indian School Rd., Phoenix, AZ, 85018",Open,69
Club Pilates Central Phoenix,"6819 N. 16th St., Ste. 7, Phoenix, AZ, 85016",Open,69
Club Pilates Ahwatukee,"8738 S. Emerald Drive, Tempe, AZ, 85284",Open,61
Club Pilates Arrowhead,"17570 N 75th Ave., Bldg F, Ste 630, Glendale, AZ, 85308",Open,66
Club Pilates Lake Pleasant,"24775 N Lake Pleasant Parkway, Suite 102, Peoria, AZ, 85383",Open,85
Club Pilates Hayden,"9235 N Government Way, Hayden, ID, 83835",Open,56
Club Pilates Bown Crossing Boise,"3065 South Bown Way, Boise, ID, 83706",Open,64
Club Pilates Park West,"9744 W. Northern Ave, Suite 1350, Peoria, AZ, 85345",coming soon,N/A
Club Pilates Eagle,"3130 E. State St., Ste. 115, Eagle, ID, 83616",Open,62
Club Pilates Amity,"3007 E. Mount Etna, Suite 110, Meridian, ID, 83642",coming soon,N/A
Club Pilates Surprise,"17200 West Peoria Ave, Surprise, AZ, 85388",Open,63
Club Pilates Goodyear,"783 South Cotton Lane, Suite C-2, Goodyear, AZ, 85338",Open,73
Club Pilates Spokane Valley,"15735 E Broadway Ave, Ste 3C2, Spokane Valley, WA, 99037",Open,53
Club Pilates South Spokane,"2622 E. 29th Ave., Spokane, WA, 99223",Open,55
Club Pilates North Spokane,"9502 N Newport Hwy, Spokane, WA, 99218",Open,46
Club Pilates Aliante,"6905 Aliante Parkway, Suite 104, North Las Vegas, NV, 89084",Open,64
Club Pilates Green Valley,"4140 East Sunset Road, Henderson, NV, 89014",Open,57
Club Pilates Henderson,"10525 S. Eastern Ave., Suite 140, Henderson, NV, 89052",Open,73
Club Pilates Centennial Hills,"9670 W. Skye Canyon Park Dr., Suite 120, Las Vegas, NV, 89166",Open,68
Club Pilates Summerlin,"7460 W. Lake Mead Blvd., #E1, Las Vegas, NV, 89128",Open,73
Club Pilates Spring Valley,"5060 S Fort Apache Rd, Ste 115, Las Vegas, NV, 89148",Open,68
Club Pilates Mountains Edge,"8015 Blue Diamond Rd., #155, Las Vegas, NV, 89178",Open,71
Club Pilates Kelowna,"1455 Harvey Avenue, Kelowna, BC, V1Y 6E9",Open,75
Club Pilates Kamloops,"500 Notre Dame Drive, Unit #230, Kamloops, BC, V2C 6T6",Open,74
Club Pilates La Quinta,"78437 Ca-111, La Quinta, CA, 92253",Open,62
Club Pilates Rancho Mirage,"42440 Bob Hope Dr., Ste. 2, Rancho Mirage, CA, 92270",Open,75
Club Pilates Palm Springs,"425 S. Sunrise Way, Suite H2, Palm Springs, CA, 92262",Open,71
Club Pilates Chilliwack,"5535 Vedder Road, Suite 103, Chilliwack, BC, V2R 6H8",Open,72
Club Pilates Sparks,"2453 Wingfield Hills Rd., Ste. 110, Sparks, NV, 89436",Open,59
Club Pilates Sammamish,"608 228th Ave NE, Suite 608, Sammamish, WA, 98074",coming soon,N/A
Club Pilates Maple Valley,"23818 225TH AVE SE, SUITE 104, MAPLE VALLEY, WA, 98038",Open,59
Club Pilates Redlands,"450 W. Stuart Ave., Ste. 120, Redlands, CA, 92374",Open,71
Club Pilates Bend,"20520 Robal Lane, Ste. 104, Bend, OR, 97701",Open,58
Club Pilates Redmond,"15782 Redmond Way, Redmond, WA, 98052",Open,87
Club Pilates Woodinville,"14039 NE Woodinville-Duvall Rd, Woodinvile, WA, 98072",Open,65
Club Pilates Reno,"6815 Sierra Center Pkwy, #500, Reno, NV, 89511",Open,53
Club Pilates Bellevue,"1910 132nd Ave NE, Ste 8, Bellevue, WA, 98005",Open,85
Club Pilates Newcastle,"13382 Newcastle Commons Dr., Newcastle, WA, 98059",Open,84
Club Pilates Mill Creek Plaza,"16310 Bothell-Everett Hwy, Suite D, Mill Creek, WA, 98012",Open,76
Club Pilates Bothell,"22833 Bothell Everett Highway, Suite #147, Bothell, WA, 98021",Open,74
Club Pilates Kirkland,"213 Park Ln., Kirkland, WA, 98033",Open,55
Club Pilates Renton,"17621 108th Ave SE, Renton, WA, 98055",coming soon,N/A
Club Pilates NW Reno,"1620 Robb Dr., Ste. C1, Reno, NV, 89523",Open,58
Club Pilates Mercer Island,"2601 76th Ave SE, Ste. 103, Mercer Island, WA, 98040",Open,54
Club Pilates Moreno Valley (LA Fitness),"2600 CANYON SPRINGS PARKWAY, Riverside, CA, 92507",Open,24
Club Pilates Kent,"124 4th Ave South, Ste 130, Kent, WA, 98032",Open,66
Club Pilates Temecula,"33175 Temecula Pkwy, Ste. C, Temecula, CA, 92592",Open,50
Club Pilates South Lake Union,"413 Fairview Ave N., Seattle, WA, 98109",Open,65
Club Pilates Mission Grove,"321 E. Alessandro Blvd., #2G, Riverside, CA, 92508",Open,73
Club Pilates Crown Hill,"9749 Holman Rd, Seattle, WA, 98117",coming soon,N/A
Club Pilates Queen Anne,"124 Denny Way, Seattle, WA, 98109",Open,60
Club Pilates Murrieta,"39028 Winchester Rd., #111, Murrieta, CA, 92563",Open,57
Club Pilates Fontana,"15070 Summit Ave, Suite 410, Fontana, CA, 92336",Closed,N/A
Club Pilates Arlington (LA Fitness),"3437 ARLINGTON AVE, Riverside, CA, 92506",Open,21
Club Pilates West Seattle,"4722 Fauntleroy Way SW, Ste B, West Seattle, WA, 98116",Open,64
Club Pilates Langley,"20159 88 Ave, A104, Langley, BC, V1M 0A4",Open,82
Club Pilates Willowbrook,"6179 200 Street, Langley, BC, V2Y1A2",coming soon,N/A
Club Pilates Wildomar,"36100 Hidden Springs Rd., Suite C, Wildomar, CA, 92595",Open,67
Club Pilates Rancho Cucamonga,"12335 Baseline Road., H-115, Rancho Cucamonga, CA, 91739",Open,83
Club Pilates Magnolia (LA Fitness),"10988 MAGNOLIA AVE, RIVERSIDE, CA, 92505",Open,19
Club Pilates Coquitlam,"3025 Lougheed Hwy, Unit 242, Coquitlam, BC, V3B 6S2",Open,78
Club Pilates Fleetwood,"8645 160th, #113B, Surrey, BC, V4N1G4",Open,54
Club Pilates South Surrey,"2245 160th St., Unit 20, Surrey, BC, V3Z9N6",Open,74
Club Pilates Upland,"1118 E. 19th St, Suite C, Upland, CA, 91784",Open,76
Club Pilates Escondido,"1835 South Centre City Parkway, Suite J, Escondido, CA, 92025",Open,79
Club Pilates West Tacoma,"5738 N 26th St, Tacoma, WA, 98407",Open,62
Club Pilates Granite Hills,"747 Jamacha Rd., El Cajon, CA, 92019",Open,80
Club Pilates Corona,"2785 Cabot Dr, 176, Corona, CA, 92883",Open,55
Club Pilates Poway,"13265 Midland Rd, Ste 130, Poway, CA, 92064",Open,47
Club Pilates Rancho Bernardo,"12145 Alta Carmel Ct, Ste 220, San Diego, CA, 92128",Open,63
Club Pilates Eastvale-Norco,"2420 River Road, Suite 210, Norco, CA, 92860",Open,60
Club Pilates Santee,"9331 Mission Gorge Rd #109, Santee, CA, 92071",Open,58
Club Pilates 4S Ranch,"16615 Dove Canyon Road, Suite 115, San Diego, CA, 92127",Open,71
Club Pilates San Marcos,"904 W San Marcos Blvd, Suite 5, San Marcos, CA, 92078",Open,64
Club Pilates La Mesa,"8011 University Ave Suite C3, La Mesa, CA, 91942",Open,77
Club Pilates La Verne,"1568 Foothill Blvd, Ste 170, La Verne, CA, 91750",coming soon,N/A
